-2.765608108731028580e-01,-3.226030578295938089e-01,-1.119039771632736324e-01
3.108233142748285105e-01,-3.977498439476959691e-01,1.408274454372260981e-02
3.812259336674730936e-01,-1.749328201942516869e-01,8.672005239943450516e-02
-5.470871206876051773e-02,-5.349730953429709945e-01,2.859438270480033628e-01
-1.514161822259317558e-01,-2.108919053616086781e-01,-2.268167954349540882e-01
2.932218055320819916e-01,-2.983738324056481872e-01,3.541508065941104677e-01
2.456673173029255003e-02,-3.331470612516624907e-01,4.866036541357330325e-01
3.632004789653686672e-01,-2.917060408938403349e-01,2.124552955292681733e-01
-1.443472316211271422e-01,-5.306987338913852215e-01,-1.205929112026803834e-02
3.620051610321044500e-01,-2.571362651150114198e-01,8.624144250409991608e-03
1.625338190137757266e-01,-1.479886452658702167e-01,4.698797088035798764e-01
1.433261917830409155e-02,-6.089013015270981766e-02,4.801758083603265281e-01
1.979422679102348648e-01,-5.163017103062257362e-01,2.277578375499354491e-01
2.938420390948329186e-01,-3.757778555538313636e-01,-5.017328628939240337e-02
9.669801997379100233e-02,-5.510063829399354240e-01,2.571337841523022028e-01
3.457440174740069594e-01,-6.376336729049908447e-02,2.057733931563415219e-01
3.538323764114649217e-01,-6.026859347655024596e-02,1.115138896611912456e-01
2.793822174054663154e-01,-2.101574127652631740e-01,3.890843098146354317e-01
4.786848797218354323e-02,-4.722131490584207669e-01,3.957757189319332514e-01
2.870286807365188819e-01,-3.075081459517098326e-01,3.581656567491275922e-01
-1.745479932336388151e-01,-8.969481619519886761e-02,-1.961753997250683668e-01
3.271911515471151444e-01,-2.600293653295435714e-01,-6.624562409043860400e-02
-3.504832928855147189e-01,-1.841439007400021144e-01,-2.884290316963437906e-02
2.211035356846864364e-01,-4.453600093638461210e-01,-7.374861024164200418e-02
-1.846723610209352606e-01,-4.568650648744998488e-01,-9.503309806487900135e-02
3.763061351279132216e-01,-2.108628754532720084e-01,2.018726919294834832e-01
2.193173887792784216e-01,-4.523710884569373536e-01,3.188267349880701262e-01
1.833287239216530029e-01,-6.150221403625538014e-02,-1.765970151275466360e-01
4.075145025049370373e-02,-1.880455083712002096e-01,-2.550057064789975625e-01
1.468686965723441651e-01,-5.304481782363912323e-01,2.629597241019612786e-01
3.630584041081605373e-01,-8.150458224199436108e-02,1.322583830917801462e-01
3.044530703138306760e-01,-2.396635051320751553e-02,6.585937939466693369e-02
3.493626363945070978e-01,-3.625680394013024999e-01,1.252469003293192606e-01
